ID,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing
1369,less_0,8,no_credits,car_used,250,less_100,unemployed,1,male,none,2,real_estate,22,none,rent
1370,0_to_200,13,credits_paid_to_date,vacation,2673,500_to_1000,1_to_4,2,male,none,2,real_estate,31,none,own
1371,0_to_200,4,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,3,male,none,2,savings_insurance,23,none,own
1372,less_0,30,outstanding_credit,car_used,2549,500_to_1000,4_to_7,3,male,none,2,car_other,36,none,own
1373,greater_200,7,prior_payments_delayed,retraining,4939,less_100,1_to_4,3,male,none,4,unknown,31,none,own
1374,no_checking,26,prior_payments_delayed,radio_tv,6415,100_to_500,1_to_4,4,female,none,3,car_other,49,none,own
1375,greater_200,17,credits_paid_to_date,furniture,2083,less_100,4_to_7,2,male,none,1,savings_insurance,33,none,free
1376,less_0,10,prior_payments_delayed,car_new,6669,500_to_1000,4_to_7,3,male,none,3,unknown,47,none,free
1377,no_checking,25,outstanding_credit,appliances,6890,500_to_1000,1_to_4,3,male,none,4,unknown,37,none,own
1378,0_to_200,14,credits_paid_to_date,car_new,2130,less_100,1_to_4,2,male,none,3,car_other,34,none,own
1379,greater_200,28,prior_payments_delayed,radio_tv,675,100_to_500,4_to_7,3,female,none,2,real_estate,49,none,own
1380,less_0,10,all_credits_paid_back,furniture,706,less_100,unemployed,1,female,none,1,real_estate,19,none,rent
1381,no_checking,38,prior_payments_delayed,repairs,6204,500_to_1000,4_to_7,4,male,none,4,car_other,46,stores,own
1382,less_0,37,credits_paid_to_date,car_used,1728,greater_1000,4_to_7,2,male,none,2,unknown,30,bank,own
1383,no_checking,33,prior_payments_delayed,business,2776,unknown,greater_7,5,male,none,3,car_other,29,none,own
1384,greater_200,22,credits_paid_to_date,furniture,4109,less_100,4_to_7,3,male,none,4,unknown,45,none,own
1385,0_to_200,19,no_credits,appliances,748,less_100,less_1,2,male,none,1,real_estate,27,none,own
1386,no_checking,43,outstanding_credit,repairs,7877,unknown,greater_7,5,male,co-applicant,3,unknown,56,none,free
1387,0_to_200,20,prior_payments_delayed,education,250,500_to_1000,1_to_4,2,male,none,3,savings_insurance,20,stores,own
1388,less_0,15,credits_paid_to_date,furniture,3859,less_100,4_to_7,2,male,none,3,car_other,31,none,own
1389,less_0,12,all_credits_paid_back,furniture,4137,100_to_500,4_to_7,3,male,none,2,car_other,19,bank,rent
1390,less_0,19,credits_paid_to_date,furniture,1283,less_100,unemployed,2,female,none,2,real_estate,20,none,rent
1391,greater_200,14,credits_paid_to_date,car_new,1132,less_100,4_to_7,2,female,none,2,car_other,24,stores,own
1392,0_to_200,23,outstanding_credit,other,4929,100_to_500,1_to_4,4,male,none,3,unknown,38,none,own
1393,no_checking,32,prior_payments_delayed,radio_tv,7663,100_to_500,1_to_4,3,female,none,4,savings_insurance,36,none,own
1394,less_0,13,all_credits_paid_back,car_used,1241,less_100,1_to_4,3,female,none,1,real_estate,29,none,own
1395,greater_200,21,outstanding_credit,business,5668,100_to_500,4_to_7,3,male,none,2,unknown,36,bank,own
1396,less_0,27,prior_payments_delayed,furniture,3170,greater_1000,1_to_4,2,male,none,2,car_other,28,stores,rent
1397,0_to_200,26,credits_paid_to_date,furniture,4417,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,21,stores,own
1398,greater_200,20,outstanding_credit,car_used,3074,100_to_500,4_to_7,4,female,guarantor,4,car_other,48,none,free
1399,0_to_200,39,outstanding_credit,appliances,3010,unknown,4_to_7,3,male,none,2,car_other,28,none,own
1400,no_checking,26,prior_payments_delayed,car_used,6068,100_to_500,1_to_4,4,male,none,4,savings_insurance,41,none,own
1401,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,2,real_estate,21,none,rent
1402,greater_200,20,credits_paid_to_date,furniture,3075,500_to_1000,4_to_7,3,male,none,4,unknown,46,none,own
1403,no_checking,44,prior_payments_delayed,repairs,8392,500_to_1000,1_to_4,4,male,co-applicant,3,savings_insurance,33,none,own
1404,less_0,22,credits_paid_to_date,car_used,2304,less_100,4_to_7,3,male,none,3,real_estate,30,none,own
1405,no_checking,31,prior_payments_delayed,furniture,2696,500_to_1000,4_to_7,3,male,none,2,car_other,50,none,own
1406,greater_200,25,outstanding_credit,car_used,4411,greater_1000,1_to_4,4,male,none,4,savings_insurance,41,none,own
1407,less_0,4,all_credits_paid_back,car_new,331,less_100,less_1,2,female,none,1,real_estate,19,none,rent
1408,less_0,16,credits_paid_to_date,repairs,1092,500_to_1000,4_to_7,2,male,co-applicant,1,real_estate,29,stores,rent
1409,no_checking,22,outstanding_credit,furniture,5465,500_to_1000,greater_7,4,female,none,3,unknown,41,none,free
1410,0_to_200,25,all_credits_paid_back,appliances,3797,less_100,1_to_4,3,male,none,2,savings_insurance,25,none,own
1411,0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent
1412,0_to_200,16,credits_paid_to_date,furniture,1212,less_100,less_1,3,female,none,2,savings_insurance,28,none,own
1413,0_to_200,19,prior_payments_delayed,radio_tv,878,100_to_500,less_1,2,male,none,3,savings_insurance,31,none,own
1414,no_checking,34,prior_payments_delayed,furniture,4842,unknown,4_to_7,4,male,none,3,unknown,49,none,own
1415,0_to_200,17,credits_paid_to_date,car_used,1969,less_100,1_to_4,3,male,none,3,real_estate,25,none,own
1416,less_0,14,all_credits_paid_back,furniture,1936,less_100,4_to_7,3,male,none,2,savings_insurance,24,none,rent
1417,less_0,6,all_credits_paid_back,car_used,763,less_100,less_1,1,male,none,2,real_estate,19,stores,rent
1418,0_to_200,22,outstanding_credit,radio_tv,3902,100_to_500,1_to_4,2,female,none,2,savings_insurance,40,stores,own
1419,no_checking,19,prior_payments_delayed,furniture,2665,100_to_500,1_to_4,2,male,none,4,car_other,37,stores,own
1420,no_checking,26,prior_payments_delayed,appliances,5027,500_to_1000,greater_7,4,male,none,3,savings_insurance,51,none,own
1421,less_0,22,credits_paid_to_date,car_new,250,less_100,1_to_4,2,male,none,3,real_estate,19,bank,rent
1422,0_to_200,29,outstanding_credit,radio_tv,6033,unknown,greater_7,4,female,none,3,unknown,53,none,own
1423,0_to_200,13,prior_payments_delayed,retraining,4701,100_to_500,greater_7,4,male,none,3,car_other,36,none,own
1424,no_checking,33,prior_payments_delayed,radio_tv,5243,500_to_1000,4_to_7,4,male,none,3,car_other,47,none,own
1425,no_checking,17,outstanding_credit,radio_tv,5608,100_to_500,4_to_7,3,female,none,3,unknown,45,none,own
1426,less_0,17,credits_paid_to_date,furniture,626,500_to_1000,less_1,2,male,none,2,car_other,28,none,rent
1427,less_0,23,prior_payments_delayed,car_used,983,500_to_1000,1_to_4,3,female,none,1,savings_insurance,24,stores,own
1428,less_0,14,prior_payments_delayed,car_new,3939,less_100,1_to_4,3,male,none,3,car_other,34,none,own
1429,no_checking,36,outstanding_credit,appliances,7352,greater_1000,greater_7,4,male,co-applicant,5,unknown,36,stores,own
1430,0_to_200,24,outstanding_credit,education,3152,100_to_500,4_to_7,2,female,none,1,unknown,50,stores,own
1431,less_0,37,credits_paid_to_date,business,3094,100_to_500,greater_7,4,female,none,3,car_other,31,stores,rent
1432,0_to_200,27,outstanding_credit,appliances,4188,100_to_500,greater_7,4,male,none,3,car_other,37,bank,own
1433,greater_200,4,all_credits_paid_back,car_new,2177,less_100,1_to_4,2,female,none,3,savings_insurance,36,none,own
1434,less_0,31,credits_paid_to_date,furniture,2481,greater_1000,1_to_4,3,male,co-applicant,3,car_other,47,stores,rent
1435,0_to_200,17,prior_payments_delayed,radio_tv,250,100_to_500,greater_7,3,female,none,2,savings_insurance,23,bank,own
1436,0_to_200,23,outstanding_credit,furniture,7710,100_to_500,4_to_7,4,male,none,3,car_other,43,none,own
1437,0_to_200,7,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,real_estate,30,none,rent
1438,less_0,10,prior_payments_delayed,furniture,1368,less_100,1_to_4,2,female,none,2,car_other,44,stores,own
1439,no_checking,37,credits_paid_to_date,furniture,1975,500_to_1000,greater_7,3,female,none,4,real_estate,28,bank,own
1440,less_0,8,no_credits,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,33,none,rent
1441,0_to_200,31,credits_paid_to_date,furniture,795,100_to_500,greater_7,4,male,none,4,savings_insurance,27,none,own
1442,0_to_200,21,all_credits_paid_back,car_new,1092,less_100,1_to_4,2,female,none,1,real_estate,26,stores,own
1443,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,none,rent
1444,0_to_200,16,credits_paid_to_date,car_used,4036,less_100,4_to_7,4,female,none,2,real_estate,34,none,own
1445,less_0,5,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,19,stores,own
1446,no_checking,27,outstanding_credit,radio_tv,5533,500_to_1000,4_to_7,4,female,none,3,savings_insurance,52,none,free
1447,no_checking,32,prior_payments_delayed,appliances,5158,unknown,greater_7,5,male,none,3,unknown,42,none,own
1448,0_to_200,27,prior_payments_delayed,furniture,2405,100_to_500,1_to_4,3,female,none,2,real_estate,31,none,rent
1449,no_checking,26,outstanding_credit,appliances,2431,500_to_1000,4_to_7,3,male,none,3,car_other,37,none,free
1450,0_to_200,30,all_credits_paid_back,radio_tv,3420,100_to_500,1_to_4,3,male,none,3,savings_insurance,28,none,own
1451,0_to_200,4,prior_payments_delayed,car_new,4199,less_100,4_to_7,3,male,none,2,car_other,42,none,own
1452,less_0,15,credits_paid_to_date,car_used,462,less_100,4_to_7,2,male,co-applicant,2,real_estate,46,stores,own
1453,less_0,7,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,1,real_estate,37,stores,own
1454,no_checking,33,prior_payments_delayed,radio_tv,7341,500_to_1000,1_to_4,3,male,none,4,car_other,40,none,own
1455,less_0,11,prior_payments_delayed,car_used,3190,less_100,1_to_4,3,male,none,2,car_other,29,none,own
1456,no_checking,29,prior_payments_delayed,furniture,5528,100_to_500,4_to_7,4,female,none,5,savings_insurance,39,none,free
1457,no_checking,35,credits_paid_to_date,car_used,5871,100_to_500,1_to_4,4,male,none,3,car_other,36,stores,own
1458,0_to_200,49,outstanding_credit,repairs,4722,greater_1000,greater_7,5,female,co-applicant,3,unknown,37,none,own
1459,no_checking,37,prior_payments_delayed,furniture,2544,500_to_1000,4_to_7,4,female,none,4,savings_insurance,49,none,own
1460,no_checking,44,prior_payments_delayed,repairs,6229,500_to_1000,greater_7,3,male,co-applicant,4,unknown,53,none,free
1461,less_0,4,credits_paid_to_date,radio_tv,435,less_100,less_1,2,male,none,2,real_estate,19,bank,rent
1462,0_to_200,22,prior_payments_delayed,radio_tv,3539,less_100,1_to_4,3,male,none,2,car_other,35,none,own
1463,no_checking,8,credits_paid_to_date,furniture,3429,less_100,less_1,2,male,none,2,savings_insurance,36,none,free
1464,0_to_200,23,prior_payments_delayed,retraining,3280,greater_1000,less_1,2,female,none,1,car_other,49,stores,own
1465,0_to_200,4,no_credits,appliances,250,less_100,unemployed,1,female,co-applicant,2,real_estate,30,bank,rent
1466,no_checking,42,prior_payments_delayed,radio_tv,9856,unknown,greater_7,6,male,co-applicant,5,unknown,53,none,own
1467,no_checking,12,all_credits_paid_back,vacation,868,500_to_1000,unemployed,3,female,none,3,savings_insurance,26,none,rent
1468,less_0,28,credits_paid_to_date,furniture,2451,less_100,1_to_4,3,female,none,3,car_other,41,stores,rent
1469,no_checking,17,credits_paid_to_date,radio_tv,4533,greater_1000,1_to_4,4,male,none,3,real_estate,29,none,rent
1470,less_0,9,prior_payments_delayed,car_new,1099,less_100,1_to_4,3,female,none,1,savings_insurance,30,stores,own
1471,0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,50,none,rent
1472,0_to_200,14,prior_payments_delayed,radio_tv,4760,less_100,1_to_4,3,male,co-applicant,3,unknown,40,none,own
1473,no_checking,11,credits_paid_to_date,car_new,3930,less_100,4_to_7,3,male,none,4,savings_insurance,26,stores,own
1474,no_checking,35,prior_payments_delayed,education,5993,greater_1000,4_to_7,4,female,none,3,car_other,55,none,own
1475,less_0,4,all_credits_paid_back,car_new,2517,less_100,unemployed,2,male,none,1,real_estate,19,none,own
1476,no_checking,31,outstanding_credit,repairs,5602,unknown,1_to_4,3,female,none,4,car_other,47,none,own
1477,no_checking,37,prior_payments_delayed,furniture,8265,unknown,4_to_7,4,male,co-applicant,5,car_other,38,none,own
1478,no_checking,30,prior_payments_delayed,appliances,6205,100_to_500,greater_7,5,female,none,3,car_other,48,none,own
1479,0_to_200,16,credits_paid_to_date,furniture,6053,100_to_500,4_to_7,3,male,none,3,car_other,28,none,own
1480,no_checking,33,credits_paid_to_date,radio_tv,4781,100_to_500,1_to_4,4,male,none,4,savings_insurance,36,none,own
1481,no_checking,14,credits_paid_to_date,car_used,4162,less_100,less_1,2,male,none,4,car_other,34,stores,rent
1482,no_checking,27,prior_payments_delayed,appliances,4450,500_to_1000,greater_7,4,female,none,4,savings_insurance,43,none,own
1483,no_checking,31,prior_payments_delayed,car_used,3830,500_to_1000,4_to_7,3,male,none,3,savings_insurance,37,none,own
1484,no_checking,30,prior_payments_delayed,appliances,7351,100_to_500,4_to_7,4,male,none,3,unknown,53,none,own
1485,less_0,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,male,none,1,real_estate,25,none,own
1486,less_0,19,credits_paid_to_date,radio_tv,4040,less_100,4_to_7,3,male,none,3,savings_insurance,31,none,own
1487,0_to_200,5,credits_paid_to_date,car_used,1509,500_to_1000,1_to_4,2,female,none,2,savings_insurance,31,none,own
1488,no_checking,26,outstanding_credit,business,9574,500_to_1000,greater_7,6,male,co-applicant,5,unknown,56,stores,free
1489,0_to_200,14,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,real_estate,24,none,own
1490,no_checking,28,prior_payments_delayed,appliances,5334,100_to_500,less_1,4,male,none,4,car_other,38,none,own
1491,no_checking,8,prior_payments_delayed,furniture,4753,less_100,1_to_4,4,female,none,4,savings_insurance,39,none,own
1492,no_checking,29,prior_payments_delayed,appliances,7499,100_to_500,less_1,3,male,none,4,unknown,37,stores,own
1493,no_checking,31,prior_payments_delayed,appliances,3149,500_to_1000,1_to_4,2,female,none,4,savings_insurance,24,none,own
1494,less_0,11,all_credits_paid_back,car_new,5100,less_100,less_1,2,male,none,2,savings_insurance,24,none,own
1495,less_0,32,prior_payments_delayed,appliances,668,greater_1000,4_to_7,2,female,none,1,car_other,38,bank,rent
1496,less_0,37,credits_paid_to_date,business,4057,less_100,1_to_4,3,male,none,1,savings_insurance,29,none,own
1497,no_checking,36,prior_payments_delayed,radio_tv,4843,500_to_1000,4_to_7,4,female,none,4,car_other,49,none,own
1498,no_checking,37,credits_paid_to_date,appliances,5126,unknown,greater_7,4,male,none,4,savings_insurance,47,none,free
1499,no_checking,38,prior_payments_delayed,furniture,2403,500_to_1000,greater_7,3,male,none,3,car_other,30,bank,rent
1500,no_checking,32,outstanding_credit,other,9724,500_to_1000,greater_7,5,male,none,5,car_other,46,none,free
1501,no_checking,8,credits_paid_to_date,car_new,2099,100_to_500,1_to_4,2,female,none,3,savings_insurance,26,none,own
1502,no_checking,31,outstanding_credit,other,5991,greater_1000,greater_7,5,male,none,4,car_other,45,stores,rent
1503,less_0,4,all_credits_paid_back,education,466,100_to_500,1_to_4,2,female,none,2,real_estate,19,bank,rent
1504,less_0,13,all_credits_paid_back,car_new,3116,less_100,unemployed,1,female,none,2,savings_insurance,21,none,rent
1505,no_checking,12,prior_payments_delayed,car_used,2794,greater_1000,1_to_4,3,male,none,3,savings_insurance,37,none,own
1506,less_0,9,credits_paid_to_date,car_new,250,less_100,4_to_7,1,male,none,1,savings_insurance,34,bank,rent
1507,no_checking,33,outstanding_credit,furniture,4658,greater_1000,4_to_7,4,male,none,4,savings_insurance,41,none,free
1508,less_0,22,credits_paid_to_date,car_used,2119,less_100,less_1,3,female,none,1,car_other,30,stores,rent
1509,no_checking,40,prior_payments_delayed,furniture,2659,unknown,greater_7,4,female,none,4,car_other,41,none,own
1510,no_checking,37,prior_payments_delayed,furniture,5424,500_to_1000,4_to_7,4,male,none,3,car_other,52,none,free
1511,0_to_200,4,prior_payments_delayed,car_new,1233,100_to_500,less_1,2,female,none,3,car_other,26,none,rent
1512,greater_200,31,prior_payments_delayed,appliances,4073,100_to_500,greater_7,3,male,none,3,savings_insurance,36,none,own
1513,no_checking,11,outstanding_credit,furniture,3389,100_to_500,1_to_4,3,male,none,4,unknown,39,none,own
1514,less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,2,savings_insurance,23,none,rent
1515,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent
1516,no_checking,41,outstanding_credit,radio_tv,6474,unknown,greater_7,4,male,co-applicant,4,unknown,53,none,own
1517,no_checking,42,outstanding_credit,appliances,3437,unknown,greater_7,5,male,none,3,unknown,38,none,own
1518,no_checking,36,prior_payments_delayed,appliances,8614,500_to_1000,1_to_4,4,male,co-applicant,3,car_other,38,none,own
1519,0_to_200,4,prior_payments_delayed,car_new,1216,500_to_1000,4_to_7,2,male,none,3,savings_insurance,22,none,rent
1520,0_to_200,31,outstanding_credit,appliances,3201,100_to_500,greater_7,4,male,none,3,savings_insurance,35,none,own
1521,no_checking,25,outstanding_credit,furniture,2160,unknown,greater_7,4,male,none,5,car_other,32,none,own
1522,no_checking,35,prior_payments_delayed,appliances,5070,500_to_1000,1_to_4,4,male,none,3,unknown,42,none,own
1523,no_checking,21,outstanding_credit,radio_tv,6363,500_to_1000,1_to_4,3,male,none,3,savings_insurance,42,none,own
1524,no_checking,31,credits_paid_to_date,furniture,5205,100_to_500,1_to_4,3,male,none,2,car_other,38,none,own
1525,no_checking,14,outstanding_credit,radio_tv,1582,greater_1000,less_1,2,male,none,3,savings_insurance,34,none,own
1526,no_checking,27,outstanding_credit,business,6794,unknown,4_to_7,3,male,none,3,car_other,44,none,own
1527,less_0,4,all_credits_paid_back,radio_tv,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent
1528,no_checking,31,outstanding_credit,appliances,8968,unknown,4_to_7,5,male,co-applicant,4,unknown,53,none,free
1529,no_checking,19,credits_paid_to_date,furniture,1166,greater_1000,4_to_7,2,male,none,3,real_estate,33,stores,own
