ID,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
3272,1,skilled,1,none,yes,No Risk
3273,1,skilled,1,none,yes,No Risk
3274,2,skilled,1,none,yes,No Risk
3275,1,skilled,1,none,yes,No Risk
3276,2,unskilled,2,none,yes,No Risk
3277,1,unskilled,1,yes,yes,Risk
3278,1,skilled,1,yes,yes,Risk
3279,1,skilled,1,none,yes,No Risk
3280,1,skilled,1,yes,yes,No Risk
3281,1,management_self-employed,1,none,yes,Risk
3282,1,skilled,1,none,yes,No Risk
3283,1,management_self-employed,1,none,yes,No Risk
3284,1,unemployed,1,none,no,No Risk
3285,1,management_self-employed,1,none,yes,No Risk
3286,1,skilled,1,none,yes,No Risk
3287,1,skilled,1,none,no,No Risk
3288,1,skilled,1,yes,yes,No Risk
3289,1,skilled,1,yes,yes,No Risk
3290,1,management_self-employed,2,none,yes,No Risk
3291,2,unskilled,2,yes,yes,Risk
3292,1,skilled,2,yes,yes,No Risk
3293,1,skilled,1,none,yes,No Risk
3294,2,unskilled,1,none,yes,No Risk
3295,1,skilled,2,none,yes,Risk
3296,1,skilled,1,none,yes,Risk
3297,1,skilled,1,none,yes,No Risk
3298,2,unskilled,2,yes,yes,Risk
3299,1,skilled,2,yes,yes,Risk
3300,2,skilled,2,yes,yes,Risk
3301,1,management_self-employed,1,none,yes,Risk
3302,1,skilled,1,none,yes,Risk
3303,1,skilled,1,none,yes,No Risk
3304,1,skilled,1,none,yes,Risk
3305,1,skilled,1,none,yes,No Risk
3306,1,skilled,1,yes,yes,No Risk
3307,1,skilled,1,none,yes,No Risk
3308,3,skilled,2,yes,yes,Risk
3309,1,skilled,1,none,yes,No Risk
3310,2,unemployed,1,none,yes,No Risk
3311,1,unskilled,1,none,yes,No Risk
3312,1,unskilled,1,none,yes,No Risk
3313,2,skilled,1,yes,yes,Risk
3314,2,skilled,1,yes,yes,Risk
3315,1,skilled,1,none,yes,No Risk
3316,2,management_self-employed,1,yes,yes,Risk
3317,2,unskilled,1,none,yes,Risk
3318,1,skilled,1,yes,yes,No Risk
3319,2,skilled,1,yes,yes,Risk
3320,1,skilled,1,none,yes,No Risk
3321,1,skilled,1,none,yes,No Risk
3322,2,unemployed,1,yes,yes,Risk
3323,1,unskilled,2,none,yes,No Risk
3324,1,management_self-employed,1,yes,yes,Risk
3325,1,unskilled,1,none,yes,No Risk
3326,2,unemployed,1,none,yes,Risk
3327,1,skilled,1,none,yes,No Risk
3328,2,management_self-employed,1,yes,yes,No Risk
3329,2,skilled,1,none,yes,Risk
3330,2,unskilled,1,none,yes,No Risk
3331,2,skilled,2,yes,yes,No Risk
3332,1,skilled,1,none,yes,No Risk
3333,1,skilled,1,yes,no,Risk
3334,1,unskilled,1,none,yes,No Risk
3335,2,unemployed,1,yes,yes,No Risk
3336,2,skilled,1,none,yes,No Risk
3337,1,skilled,1,none,yes,No Risk
3338,1,skilled,1,yes,yes,No Risk
3339,1,management_self-employed,1,none,yes,No Risk
3340,2,skilled,1,yes,yes,Risk
3341,1,skilled,1,none,yes,No Risk
3342,2,unemployed,1,yes,yes,No Risk
3343,2,skilled,1,none,yes,No Risk
3344,2,skilled,1,none,yes,Risk
3345,2,unskilled,2,none,yes,No Risk
3346,2,skilled,1,yes,yes,No Risk
3347,1,unskilled,1,yes,yes,Risk
3348,1,unskilled,1,yes,yes,No Risk
3349,1,skilled,1,none,yes,No Risk
3350,1,skilled,1,none,yes,No Risk
3351,1,skilled,1,none,yes,No Risk
3352,1,skilled,1,yes,yes,No Risk
3353,2,skilled,1,none,yes,No Risk
3354,2,skilled,1,yes,yes,Risk
3355,1,skilled,1,none,yes,No Risk
3356,1,skilled,1,none,yes,Risk
3357,1,unskilled,1,none,yes,No Risk
3358,2,unemployed,2,yes,yes,No Risk
3359,2,skilled,1,none,no,No Risk
3360,2,skilled,1,none,yes,No Risk
3361,2,skilled,2,yes,yes,Risk
3362,2,unskilled,1,none,yes,No Risk
3363,1,skilled,1,none,yes,No Risk
3364,1,unemployed,1,yes,yes,No Risk
3365,2,skilled,1,yes,yes,Risk
3366,2,skilled,1,yes,yes,Risk
3367,1,management_self-employed,1,yes,yes,No Risk
3368,1,skilled,1,yes,yes,No Risk
3369,1,skilled,1,none,yes,No Risk
3370,1,unemployed,1,yes,yes,No Risk
3371,2,skilled,1,none,yes,Risk
3372,2,skilled,1,yes,yes,Risk
3373,1,skilled,1,none,yes,No Risk
3374,3,skilled,2,yes,yes,Risk
3375,1,skilled,1,none,yes,No Risk
3376,2,skilled,1,yes,yes,No Risk
3377,1,skilled,1,none,yes,Risk
3378,2,management_self-employed,1,none,yes,Risk
3379,1,unemployed,1,none,yes,No Risk
3380,3,management_self-employed,1,yes,yes,Risk
3381,1,skilled,2,none,yes,No Risk
3382,1,management_self-employed,1,yes,yes,No Risk
3383,1,unemployed,1,none,yes,No Risk
3384,3,skilled,2,yes,yes,Risk
3385,2,skilled,2,yes,no,Risk
3386,1,skilled,1,none,yes,No Risk
3387,2,skilled,2,yes,yes,Risk
3388,2,skilled,1,yes,yes,Risk
3389,1,skilled,1,none,yes,No Risk
3390,2,unemployed,1,none,yes,Risk
3391,1,unskilled,1,none,yes,No Risk
3392,1,skilled,2,yes,yes,No Risk
3393,1,skilled,2,none,yes,Risk
3394,1,skilled,1,none,yes,No Risk
3395,1,unemployed,1,none,yes,No Risk
3396,2,skilled,1,yes,yes,No Risk
3397,1,skilled,1,yes,yes,No Risk
3398,2,management_self-employed,1,none,yes,Risk
3399,1,skilled,1,none,yes,No Risk
3400,1,skilled,1,none,yes,No Risk
3401,1,skilled,1,yes,yes,No Risk
3402,1,skilled,1,none,yes,No Risk
3403,1,skilled,1,yes,yes,Risk
3404,1,management_self-employed,1,none,yes,Risk
3405,2,skilled,1,none,yes,No Risk
3406,3,skilled,1,yes,yes,Risk
3407,1,skilled,1,none,yes,No Risk
3408,2,skilled,1,yes,yes,No Risk
3409,2,skilled,1,yes,yes,No Risk
3410,2,unemployed,1,yes,yes,No Risk
3411,1,management_self-employed,1,none,yes,No Risk
3412,2,unskilled,1,none,yes,No Risk
3413,1,skilled,1,yes,yes,No Risk
3414,2,skilled,1,yes,yes,Risk
3415,1,skilled,1,none,yes,Risk
3416,1,skilled,1,none,yes,No Risk
3417,2,skilled,1,none,yes,No Risk
3418,1,skilled,1,none,yes,Risk
3419,2,unskilled,2,yes,yes,No Risk
3420,2,skilled,1,none,yes,No Risk
3421,2,skilled,1,none,no,Risk
3422,1,skilled,1,none,yes,No Risk
3423,2,skilled,1,yes,yes,No Risk
3424,2,management_self-employed,1,none,yes,No Risk
3425,1,skilled,1,none,yes,No Risk
3426,2,skilled,1,none,yes,Risk
3427,1,skilled,1,none,yes,No Risk
3428,1,skilled,1,none,yes,No Risk
3429,2,skilled,1,yes,yes,Risk
3430,2,skilled,1,yes,yes,No Risk
3431,2,unemployed,2,yes,yes,Risk
3432,1,skilled,1,none,yes,No Risk
3433,2,unskilled,1,none,yes,No Risk
3434,2,unemployed,2,yes,yes,Risk
3435,1,skilled,1,none,yes,No Risk
3436,2,skilled,2,yes,yes,Risk
3437,1,skilled,1,yes,yes,Risk
3438,1,skilled,1,none,yes,No Risk
3439,1,skilled,1,none,yes,No Risk
3440,2,management_self-employed,1,none,yes,No Risk
3441,1,skilled,1,none,yes,No Risk
3442,2,skilled,1,yes,yes,No Risk
3443,2,unemployed,1,yes,yes,No Risk
3444,2,skilled,1,yes,yes,No Risk
3445,1,skilled,1,none,yes,No Risk
3446,1,skilled,1,none,yes,No Risk
3447,1,skilled,1,none,yes,No Risk
3448,1,skilled,1,yes,yes,Risk
3449,2,unskilled,1,none,yes,No Risk
3450,2,skilled,1,yes,yes,Risk
3451,1,skilled,1,none,yes,No Risk
3452,2,skilled,1,yes,yes,No Risk
3453,1,skilled,1,none,yes,No Risk
3454,2,skilled,1,none,yes,No Risk
3455,1,management_self-employed,1,none,yes,No Risk
3456,1,skilled,1,none,yes,No Risk
3457,2,unskilled,1,yes,yes,No Risk
3458,2,unskilled,1,none,yes,No Risk
3459,2,skilled,1,none,yes,Risk
3460,1,skilled,1,none,yes,No Risk
3461,2,unemployed,1,yes,yes,No Risk
3462,2,skilled,1,none,yes,No Risk
3463,1,unskilled,1,none,yes,No Risk
3464,2,skilled,2,yes,yes,Risk
3465,1,skilled,1,none,yes,No Risk
3466,2,skilled,1,yes,yes,Risk
3467,1,skilled,1,none,yes,Risk
3468,1,skilled,1,none,yes,No Risk
3469,1,skilled,1,none,yes,Risk
3470,2,skilled,1,yes,yes,Risk
3471,1,unemployed,1,none,yes,No Risk
3472,2,skilled,1,none,yes,Risk
3473,1,skilled,1,yes,yes,Risk
3474,1,skilled,1,none,yes,No Risk
3475,1,skilled,1,none,yes,No Risk
3476,1,skilled,1,yes,yes,No Risk
3477,1,unskilled,1,yes,yes,No Risk
3478,2,unskilled,2,yes,yes,No Risk
3479,1,skilled,1,none,yes,No Risk
3480,1,skilled,1,none,yes,No Risk
3481,1,management_self-employed,1,yes,yes,No Risk
3482,1,skilled,2,yes,yes,No Risk
3483,1,unskilled,1,none,yes,No Risk
3484,2,skilled,1,none,yes,No Risk
3485,1,management_self-employed,1,none,yes,No Risk
3486,2,skilled,1,none,yes,Risk
3487,1,skilled,1,none,yes,No Risk
3488,2,skilled,1,yes,yes,Risk
3489,1,skilled,1,yes,yes,No Risk
3490,2,skilled,1,yes,no,Risk
3491,1,skilled,1,none,yes,No Risk
3492,1,skilled,1,none,yes,No Risk
3493,1,skilled,1,none,yes,No Risk
3494,2,skilled,1,yes,yes,No Risk
3495,1,skilled,1,none,yes,No Risk
3496,1,skilled,1,none,yes,No Risk
3497,2,skilled,2,yes,yes,Risk
3498,2,unskilled,2,yes,yes,Risk
3499,1,skilled,1,none,yes,No Risk
3500,2,unemployed,1,none,yes,No Risk
3501,1,skilled,1,none,yes,No Risk
3502,1,skilled,1,none,yes,Risk
3503,1,skilled,1,none,yes,No Risk
3504,2,skilled,1,yes,yes,Risk
3505,2,skilled,1,none,yes,Risk
3506,1,skilled,1,none,yes,No Risk
3507,1,skilled,1,none,yes,No Risk
3508,2,unskilled,1,yes,yes,Risk
3509,1,skilled,1,none,yes,No Risk
3510,2,management_self-employed,1,yes,yes,Risk
3511,1,unemployed,1,none,yes,No Risk
3512,2,management_self-employed,2,yes,yes,Risk
3513,1,management_self-employed,2,none,yes,No Risk
3514,2,unskilled,1,none,yes,Risk
3515,1,management_self-employed,1,none,yes,No Risk
3516,2,skilled,1,yes,yes,Risk
3517,1,skilled,1,none,yes,No Risk
3518,1,management_self-employed,1,yes,yes,Risk
3519,2,unemployed,1,yes,yes,No Risk
3520,1,skilled,1,yes,yes,Risk
3521,2,unskilled,2,yes,no,No Risk
3522,2,skilled,1,yes,yes,Risk
3523,1,skilled,1,none,yes,No Risk
3524,1,skilled,1,none,yes,No Risk
3525,1,unskilled,1,none,yes,No Risk
3526,1,management_self-employed,1,yes,no,No Risk
3527,1,skilled,1,none,yes,No Risk
3528,1,skilled,1,yes,yes,No Risk
3529,1,unskilled,1,none,yes,No Risk
3530,2,skilled,1,none,yes,Risk
3531,1,skilled,1,yes,yes,No Risk
3532,3,skilled,2,yes,yes,Risk
3533,2,management_self-employed,2,yes,yes,No Risk
3534,1,skilled,1,yes,yes,No Risk
3535,1,skilled,1,none,yes,No Risk
3536,3,skilled,2,yes,yes,Risk
3537,2,skilled,1,yes,yes,No Risk
3538,2,skilled,1,yes,yes,Risk
3539,1,skilled,1,yes,yes,No Risk
3540,2,unskilled,1,yes,yes,No Risk
3541,1,skilled,1,none,yes,No Risk
3542,1,unskilled,2,yes,yes,No Risk
3543,1,management_self-employed,1,yes,yes,No Risk
3544,2,management_self-employed,1,yes,yes,Risk
3545,1,skilled,1,none,yes,No Risk
3546,1,skilled,1,none,yes,No Risk
3547,1,skilled,1,yes,yes,Risk
3548,1,skilled,1,none,yes,No Risk
3549,1,skilled,1,none,yes,No Risk
3550,2,skilled,1,yes,yes,No Risk
3551,2,management_self-employed,1,yes,yes,No Risk
3552,1,skilled,1,none,yes,Risk
3553,1,management_self-employed,1,yes,yes,Risk
3554,2,skilled,1,yes,yes,Risk
3555,1,skilled,1,none,yes,No Risk
3556,1,skilled,1,none,yes,No Risk
3557,2,unskilled,2,yes,yes,No Risk
3558,1,skilled,1,none,yes,No Risk
3559,2,skilled,2,yes,yes,Risk
3560,3,skilled,2,yes,yes,Risk
3561,1,skilled,1,none,yes,Risk
3562,1,skilled,1,none,yes,No Risk
3563,1,unskilled,2,yes,yes,No Risk
3564,2,unskilled,1,yes,yes,Risk
3565,1,management_self-employed,1,yes,yes,No Risk
3566,2,skilled,1,yes,yes,Risk
3567,2,skilled,1,none,yes,No Risk
3568,1,skilled,1,yes,yes,Risk
3569,1,skilled,1,none,yes,No Risk
3570,1,skilled,1,none,yes,No Risk
3571,1,skilled,1,none,yes,No Risk
3572,1,skilled,1,none,yes,No Risk
3573,1,unskilled,1,none,yes,No Risk
3574,2,skilled,1,yes,yes,Risk
3575,1,skilled,1,none,yes,No Risk
3576,2,unskilled,1,none,yes,No Risk
3577,1,unemployed,1,none,yes,No Risk
3578,1,skilled,1,none,yes,No Risk
3579,1,skilled,1,yes,yes,No Risk
3580,3,skilled,1,yes,yes,Risk
3581,1,skilled,1,none,yes,No Risk
3582,1,unemployed,1,yes,yes,No Risk
3583,1,skilled,1,yes,yes,Risk
3584,2,management_self-employed,1,yes,yes,Risk
3585,1,skilled,1,yes,yes,No Risk
3586,1,unemployed,1,none,yes,No Risk
3587,1,unemployed,1,yes,yes,No Risk
3588,2,skilled,1,none,yes,No Risk
3589,2,management_self-employed,1,yes,no,No Risk
3590,2,unskilled,2,none,yes,No Risk
3591,2,skilled,1,none,yes,Risk
3592,2,skilled,1,none,yes,No Risk
3593,1,skilled,2,none,yes,No Risk
3594,2,unskilled,1,yes,yes,No Risk
3595,1,skilled,1,none,yes,No Risk
3596,2,skilled,1,yes,yes,No Risk
3597,1,skilled,1,yes,yes,No Risk
3598,1,skilled,1,yes,yes,Risk
3599,1,skilled,1,none,yes,No Risk
3600,2,skilled,2,yes,yes,Risk
3601,2,skilled,1,none,yes,No Risk
3602,3,skilled,2,yes,yes,Risk
3603,1,skilled,1,none,yes,No Risk
3604,2,unskilled,1,yes,yes,Risk
3605,1,skilled,1,none,yes,No Risk
3606,2,unskilled,1,none,yes,No Risk
3607,1,unskilled,1,none,yes,No Risk
3608,2,skilled,2,yes,yes,Risk
3609,1,skilled,1,none,yes,No Risk
3610,2,skilled,1,none,yes,Risk
3611,3,skilled,2,yes,yes,Risk
3612,1,skilled,1,none,yes,No Risk
3613,1,management_self-employed,1,none,yes,No Risk
3614,1,skilled,1,yes,yes,No Risk
3615,2,skilled,1,none,yes,No Risk
3616,1,unskilled,1,yes,yes,No Risk
3617,2,management_self-employed,2,yes,yes,No Risk
3618,2,skilled,1,yes,yes,Risk
3619,2,skilled,1,yes,yes,Risk
3620,1,unskilled,1,none,yes,No Risk
3621,1,skilled,1,none,yes,No Risk
3622,2,skilled,1,none,yes,Risk
3623,1,skilled,1,none,yes,No Risk
3624,3,skilled,2,yes,yes,Risk
3625,1,skilled,2,yes,yes,Risk
3626,2,skilled,1,yes,yes,No Risk
3627,2,skilled,1,none,yes,No Risk
3628,2,management_self-employed,2,yes,yes,No Risk
3629,1,management_self-employed,1,yes,yes,No Risk
3630,1,skilled,1,none,yes,No Risk
3631,1,unemployed,2,none,yes,Risk
3632,1,skilled,1,yes,yes,No Risk
3633,1,skilled,1,none,yes,No Risk
3634,1,management_self-employed,1,none,yes,No Risk
3635,1,skilled,1,yes,yes,No Risk
3636,2,skilled,1,yes,yes,No Risk
3637,2,unskilled,1,yes,yes,No Risk
3638,1,skilled,1,none,yes,No Risk
3639,1,skilled,1,none,yes,No Risk
3640,1,unskilled,1,none,yes,Risk
3641,2,skilled,1,none,yes,Risk
3642,1,skilled,1,none,yes,No Risk
3643,2,skilled,1,none,yes,No Risk
3644,2,skilled,2,yes,yes,Risk
3645,1,skilled,1,none,yes,No Risk
3646,1,unskilled,1,yes,yes,No Risk
3647,2,skilled,1,yes,yes,Risk
3648,3,skilled,1,yes,yes,Risk
3649,1,management_self-employed,1,none,yes,No Risk
3650,2,skilled,1,yes,yes,No Risk
3651,1,skilled,1,none,yes,No Risk
3652,1,skilled,1,yes,yes,No Risk
3653,1,skilled,1,yes,yes,No Risk
3654,2,skilled,1,none,yes,No Risk
3655,1,skilled,1,none,yes,No Risk
3656,1,unskilled,1,yes,yes,Risk
3657,1,skilled,1,none,yes,No Risk
3658,1,skilled,1,none,yes,No Risk
3659,1,skilled,1,yes,yes,Risk
3660,2,skilled,1,none,yes,Risk
3661,2,skilled,2,yes,yes,Risk
3662,1,skilled,1,none,yes,No Risk
3663,1,skilled,1,none,yes,No Risk
3664,1,skilled,1,yes,yes,No Risk
3665,2,unskilled,2,yes,yes,Risk
3666,2,unskilled,1,yes,yes,No Risk
3667,1,unemployed,1,none,yes,No Risk
3668,1,skilled,1,none,yes,No Risk
3669,1,skilled,2,yes,yes,No Risk
3670,1,unskilled,1,none,yes,No Risk
3671,2,unskilled,2,none,yes,No Risk
3672,1,management_self-employed,1,none,yes,No Risk
3673,1,skilled,1,none,yes,Risk
3674,1,skilled,1,yes,yes,No Risk
3675,1,skilled,1,none,yes,No Risk
3676,2,skilled,1,yes,yes,Risk
3677,1,unskilled,1,none,yes,No Risk
3678,2,skilled,1,none,yes,Risk
3679,1,unemployed,1,none,yes,No Risk
3680,1,skilled,1,none,yes,No Risk
3681,1,skilled,1,none,yes,No Risk
3682,2,skilled,1,yes,no,Risk
3683,2,skilled,1,none,yes,No Risk
3684,1,skilled,1,none,yes,No Risk
3685,2,unemployed,1,none,yes,No Risk
3686,2,skilled,2,yes,yes,Risk
3687,2,management_self-employed,1,yes,yes,Risk
3688,1,skilled,1,none,yes,No Risk
3689,2,skilled,1,none,yes,No Risk
3690,2,skilled,1,none,yes,No Risk
3691,1,unskilled,1,none,yes,No Risk
3692,1,skilled,1,yes,yes,No Risk
3693,1,skilled,1,none,yes,No Risk
3694,1,skilled,1,yes,yes,Risk
3695,3,unskilled,2,yes,yes,Risk
3696,1,unskilled,1,none,yes,No Risk
3697,1,management_self-employed,1,none,yes,Risk
3698,3,skilled,2,yes,yes,Risk
3699,2,skilled,2,yes,yes,Risk
3700,1,skilled,1,none,yes,No Risk
3701,1,unemployed,1,none,yes,No Risk
3702,2,management_self-employed,2,yes,yes,Risk
3703,1,unskilled,1,none,yes,No Risk
3704,2,skilled,1,none,yes,No Risk
3705,1,skilled,1,none,yes,No Risk
3706,2,skilled,1,yes,yes,No Risk
3707,1,skilled,1,yes,yes,No Risk
3708,1,unskilled,1,none,yes,No Risk
3709,1,management_self-employed,1,yes,yes,No Risk
3710,2,skilled,1,none,yes,No Risk
3711,1,unskilled,1,yes,yes,No Risk
3712,1,unemployed,1,none,yes,No Risk
3713,1,unskilled,1,none,yes,No Risk
3714,2,skilled,1,none,yes,No Risk
3715,1,skilled,1,yes,yes,No Risk
3716,1,skilled,1,none,yes,No Risk
3717,1,skilled,1,none,yes,No Risk
3718,2,unskilled,2,yes,yes,No Risk
3719,2,management_self-employed,1,yes,yes,Risk
3720,2,skilled,1,none,yes,No Risk
3721,2,management_self-employed,1,none,yes,No Risk
3722,2,skilled,2,yes,yes,Risk
3723,1,skilled,1,none,yes,No Risk
3724,2,skilled,1,none,yes,No Risk
3725,1,unskilled,1,none,yes,No Risk
3726,1,skilled,1,yes,yes,No Risk
3727,1,skilled,1,none,yes,No Risk
3728,2,management_self-employed,1,yes,yes,Risk
3729,1,skilled,1,none,yes,No Risk
3730,2,skilled,1,none,yes,Risk
3731,1,skilled,1,none,yes,No Risk
3732,2,skilled,2,yes,yes,Risk
3733,1,skilled,1,none,yes,No Risk
3734,2,management_self-employed,1,none,yes,No Risk
3735,1,skilled,1,none,yes,No Risk
3736,2,skilled,1,none,yes,No Risk
3737,1,skilled,1,none,yes,No Risk
3738,2,management_self-employed,1,yes,yes,No Risk
3739,1,skilled,1,none,yes,No Risk
3740,1,management_self-employed,1,yes,yes,No Risk
3741,1,skilled,1,none,yes,Risk
3742,2,management_self-employed,1,yes,yes,Risk
3743,1,management_self-employed,1,none,yes,Risk
3744,2,skilled,1,none,yes,No Risk
3745,1,skilled,1,none,no,No Risk
3746,2,unskilled,2,yes,yes,Risk
3747,1,skilled,2,yes,yes,No Risk
3748,2,skilled,2,yes,yes,Risk
3749,1,unskilled,1,none,yes,No Risk
3750,2,skilled,1,none,yes,No Risk
3751,2,skilled,1,none,yes,No Risk
3752,2,skilled,1,none,yes,Risk
3753,2,management_self-employed,1,none,yes,No Risk
3754,2,skilled,2,yes,yes,No Risk
3755,1,management_self-employed,1,none,yes,No Risk
3756,1,management_self-employed,1,none,yes,No Risk
3757,1,skilled,1,none,yes,No Risk
3758,1,unskilled,1,none,yes,No Risk
3759,1,skilled,1,none,yes,Risk
3760,2,management_self-employed,1,yes,yes,Risk
3761,1,skilled,1,none,yes,No Risk
3762,1,unemployed,2,yes,yes,Risk
3763,1,skilled,1,none,yes,Risk
3764,2,skilled,2,none,yes,No Risk
3765,2,skilled,1,yes,yes,No Risk
3766,2,unskilled,2,yes,yes,Risk
3767,1,skilled,1,none,yes,Risk
3768,3,skilled,2,yes,yes,Risk
3769,1,skilled,1,none,no,No Risk
3770,2,skilled,1,yes,yes,Risk
3771,1,skilled,1,none,yes,No Risk
3772,2,skilled,1,yes,yes,Risk
3773,2,skilled,1,yes,yes,No Risk
3774,2,unskilled,1,yes,yes,Risk
3775,1,skilled,1,none,yes,No Risk
3776,2,unskilled,1,yes,yes,No Risk
3777,1,skilled,2,yes,yes,Risk
3778,2,unskilled,2,yes,yes,Risk
3779,1,skilled,1,none,yes,No Risk
3780,1,skilled,1,none,yes,No Risk
3781,3,management_self-employed,2,yes,yes,Risk
3782,2,skilled,1,yes,yes,No Risk
3783,1,skilled,1,yes,yes,Risk
3784,1,skilled,1,none,yes,No Risk
3785,1,skilled,1,yes,yes,No Risk
3786,2,unskilled,1,none,yes,No Risk
3787,1,skilled,1,none,yes,No Risk
3788,1,unskilled,1,none,yes,No Risk
3789,1,management_self-employed,1,none,yes,No Risk
3790,2,skilled,2,yes,yes,Risk
3791,1,management_self-employed,1,none,yes,No Risk
3792,1,management_self-employed,1,none,yes,No Risk
3793,1,skilled,1,none,yes,No Risk
3794,2,skilled,1,none,yes,No Risk
3795,1,skilled,1,none,yes,Risk
3796,2,skilled,2,none,yes,No Risk
3797,1,unemployed,1,none,yes,No Risk
3798,2,management_self-employed,2,yes,yes,No Risk
3799,1,unskilled,1,yes,yes,Risk
3800,1,skilled,1,none,yes,No Risk
3801,2,skilled,1,yes,yes,Risk
3802,1,skilled,1,yes,yes,Risk
3803,1,skilled,1,none,yes,No Risk
3804,2,skilled,1,none,yes,No Risk
3805,1,skilled,1,none,yes,No Risk
3806,2,unskilled,1,none,yes,No Risk
3807,3,skilled,2,yes,yes,Risk
3808,2,skilled,1,none,yes,No Risk
3809,1,management_self-employed,2,yes,yes,No Risk
3810,1,unskilled,1,none,yes,No Risk
3811,1,skilled,1,none,yes,Risk
3812,2,skilled,1,yes,yes,Risk
3813,3,unskilled,2,yes,yes,No Risk
3814,1,skilled,1,none,yes,No Risk
3815,2,skilled,1,none,yes,Risk
3816,1,unskilled,1,yes,yes,No Risk
3817,1,skilled,1,none,yes,No Risk
3818,1,skilled,1,none,yes,No Risk
3819,1,skilled,2,yes,yes,No Risk
3820,1,skilled,1,none,yes,No Risk
3821,1,unemployed,1,none,yes,No Risk
3822,2,management_self-employed,2,yes,yes,Risk
3823,1,unemployed,1,yes,yes,No Risk
3824,2,skilled,1,none,yes,Risk
3825,1,unskilled,1,none,yes,No Risk
3826,1,management_self-employed,1,none,yes,No Risk
3827,1,management_self-employed,1,none,yes,Risk
3828,2,skilled,1,yes,yes,Risk
3829,2,skilled,1,none,yes,No Risk
3830,2,skilled,1,none,yes,Risk
3831,2,unemployed,1,yes,no,Risk
3832,2,unskilled,2,yes,yes,Risk
3833,1,skilled,1,none,yes,No Risk
3834,2,management_self-employed,1,yes,yes,Risk
3835,2,management_self-employed,1,none,yes,No Risk
3836,1,unskilled,1,none,yes,No Risk
3837,1,skilled,1,none,yes,No Risk
3838,2,skilled,2,yes,no,Risk
3839,1,skilled,1,none,yes,No Risk
3840,2,skilled,2,yes,yes,Risk
3841,1,unemployed,1,yes,yes,No Risk
3842,1,skilled,1,none,yes,No Risk
3843,1,skilled,1,none,yes,No Risk
3844,1,skilled,1,none,yes,No Risk
3845,1,skilled,1,none,yes,No Risk
3846,1,skilled,1,none,yes,No Risk
3847,2,skilled,1,none,yes,No Risk
3848,1,skilled,1,yes,yes,Risk
3849,2,skilled,1,none,yes,No Risk
3850,2,unskilled,1,yes,yes,Risk
3851,1,skilled,1,none,yes,No Risk
3852,2,skilled,1,yes,yes,Risk
3853,2,skilled,1,none,yes,Risk
3854,1,skilled,1,none,yes,No Risk
3855,1,skilled,1,none,yes,No Risk
3856,1,skilled,1,none,yes,No Risk
3857,1,skilled,1,none,yes,No Risk
3858,1,unemployed,1,none,yes,No Risk
3859,1,skilled,1,none,yes,Risk
3860,1,skilled,1,yes,yes,Risk
3861,1,skilled,2,yes,yes,No Risk
3862,1,skilled,1,yes,yes,No Risk
3863,1,skilled,1,none,yes,No Risk
3864,2,unskilled,1,yes,yes,No Risk
3865,1,management_self-employed,1,none,yes,No Risk
3866,1,skilled,1,none,yes,Risk
3867,2,skilled,1,yes,yes,Risk
3868,2,skilled,2,yes,yes,No Risk
3869,1,unskilled,1,none,yes,Risk
3870,2,skilled,1,yes,yes,Risk
3871,1,management_self-employed,1,none,yes,No Risk
3872,1,unemployed,1,yes,yes,No Risk
3873,1,management_self-employed,1,none,yes,No Risk
3874,1,management_self-employed,1,none,yes,No Risk
3875,1,skilled,1,yes,yes,No Risk
3876,2,management_self-employed,2,yes,yes,No Risk
3877,1,skilled,1,none,yes,Risk
3878,1,skilled,1,none,yes,No Risk
3879,1,skilled,1,none,yes,No Risk
3880,1,skilled,1,none,yes,No Risk
3881,1,unskilled,1,yes,yes,Risk
3882,1,unskilled,1,yes,yes,No Risk
3883,2,unskilled,2,yes,yes,No Risk
3884,1,skilled,1,none,yes,No Risk
3885,1,skilled,1,none,yes,No Risk
3886,1,skilled,1,none,yes,No Risk
3887,2,skilled,1,yes,yes,Risk
3888,2,unskilled,1,none,yes,No Risk
3889,1,skilled,1,none,yes,Risk
3890,2,skilled,1,yes,yes,Risk
3891,2,management_self-employed,1,yes,yes,No Risk
3892,2,skilled,1,yes,yes,Risk
3893,1,skilled,1,none,yes,No Risk
3894,1,skilled,1,none,yes,No Risk
3895,1,unemployed,1,yes,yes,No Risk
3896,1,skilled,1,yes,yes,No Risk
3897,1,skilled,1,none,yes,No Risk
3898,2,unemployed,1,none,yes,No Risk
3899,1,skilled,1,yes,yes,No Risk
3900,2,skilled,1,yes,yes,No Risk
3901,1,skilled,1,none,yes,No Risk
3902,2,skilled,2,yes,yes,Risk
3903,1,skilled,1,none,yes,Risk
3904,1,skilled,2,yes,yes,Risk
3905,1,skilled,2,yes,yes,No Risk
3906,2,unskilled,1,yes,yes,No Risk
3907,1,skilled,1,none,yes,No Risk
3908,2,skilled,1,none,yes,No Risk
3909,1,unskilled,1,none,yes,No Risk
3910,1,skilled,1,none,yes,No Risk
3911,1,skilled,1,none,yes,No Risk
3912,2,skilled,1,none,yes,Risk
3913,3,skilled,2,yes,yes,Risk
3914,2,skilled,1,yes,yes,No Risk
3915,1,skilled,1,none,yes,No Risk
3916,2,skilled,1,none,yes,No Risk
